date,Rainfall
2023-04-06 02:10:00-06:00,3.3
2023-04-06 02:15:00-06:00,1.52
2023-04-06 02:20:00-06:00,0.25
2023-04-06 02:25:00-06:00,0.25
2023-04-06 03:20:00-06:00,0.25
2023-04-06 06:15:00-06:00,2.29
2023-04-06 06:20:00-06:00,2.79
2023-04-06 06:25:00-06:00,1.52
2023-04-06 06:30:00-06:00,0.51
2023-04-06 06:35:00-06:00,0.25
2023-04-06 06:40:00-06:00,0.25
2023-04-06 06:45:00-06:00,0.25
2023-04-06 06:50:00-06:00,0.25
2023-04-06 07:15:00-06:00,0.25
2023-04-06 07:20:00-06:00,0.25
2023-04-06 07:25:00-06:00,5.08
2023-04-06 07:30:00-06:00,1.52
2023-04-06 07:40:00-06:00,0.25
2023-04-06 07:45:00-06:00,0.25
2023-04-06 07:50:00-06:00,2.03
2023-04-06 07:55:00-06:00,1.52
2023-04-06 08:05:00-06:00,0.25
2023-04-06 08:20:00-06:00,0.25
2023-04-06 08:25:00-06:00,0.25
2023-04-06 08:40:00-06:00,0.76
2023-04-06 08:45:00-06:00,1.02
2023-04-06 08:50:00-06:00,0.51
2023-04-06 08:55:00-06:00,0.25
2023-04-06 09:00:00-06:00,0.25
2023-04-06 09:05:00-06:00,0.25
2023-04-06 09:40:00-06:00,0.25
2023-04-06 09:45:00-06:00,0.51
2023-04-06 09:50:00-06:00,1.27
2023-04-06 09:55:00-06:00,3.56
2023-04-06 10:00:00-06:00,1.27
2023-04-06 10:05:00-06:00,3.56
2023-04-06 10:10:00-06:00,3.56
2023-04-06 10:15:00-06:00,3.56
2023-04-06 10:20:00-06:00,2.54
2023-04-06 10:25:00-06:00,2.03
2023-04-06 10:30:00-06:00,1.52
2023-04-06 10:35:00-06:00,0.51
2023-04-06 10:40:00-06:00,0.25
2023-04-06 11:40:00-06:00,0.25
2023-04-06 11:50:00-06:00,0.25
2023-04-06 13:50:00-06:00,0.25
2023-04-07 00:25:00-06:00,0.25
2023-04-07 00:30:00-06:00,0.25
2023-04-07 00:35:00-06:00,0.25
2023-04-07 00:40:00-06:00,0.25
2023-04-07 00:45:00-06:00,0.25
2023-04-07 00:55:00-06:00,0.25
2023-04-07 01:00:00-06:00,0.25
2023-04-07 01:10:00-06:00,0.51
2023-04-07 01:15:00-06:00,0.51
2023-04-07 01:20:00-06:00,0.25
2023-04-07 01:30:00-06:00,0.25
2023-04-07 03:40:00-06:00,0.25
2023-04-07 03:50:00-06:00,0.25
2023-04-07 08:20:00-06:00,0.25
2023-04-07 09:25:00-06:00,0.25
2023-04-07 09:55:00-06:00,0.25
2023-04-07 13:45:00-06:00,1.27
2023-04-07 13:50:00-06:00,0.51
2023-04-07 13:55:00-06:00,0.51
2023-04-07 14:00:00-06:00,0.51
2023-04-07 14:05:00-06:00,0.51
2023-04-07 14:10:00-06:00,0.51
2023-04-07 14:15:00-06:00,0.25
2023-04-07 14:20:00-06:00,0.25
2023-04-07 14:30:00-06:00,1.02
2023-04-07 14:35:00-06:00,0.51
2023-04-07 14:50:00-06:00,0.25
2023-04-07 15:45:00-06:00,0.25
2023-04-07 15:50:00-06:00,0.76
2023-04-07 15:55:00-06:00,0.25
2023-04-07 16:05:00-06:00,0.25
2023-04-07 16:50:00-06:00,0.25
2023-04-15 01:15:00-06:00,0.25
2023-04-15 01:20:00-06:00,0.25
2023-04-15 01:30:00-06:00,0.25
2023-04-15 01:40:00-06:00,0.25
2023-04-15 01:45:00-06:00,0.25
2023-04-15 01:50:00-06:00,0.25
2023-04-15 01:55:00-06:00,0.51
2023-04-15 02:00:00-06:00,0.25
2023-04-19 10:40:00-06:00,0.25
2023-04-20 18:55:00-06:00,0.51
2023-04-20 19:00:00-06:00,0.51
2023-04-20 19:05:00-06:00,0.76
2023-04-20 19:10:00-06:00,0.76
2023-04-20 19:15:00-06:00,1.78
2023-04-20 19:20:00-06:00,1.02
2023-04-20 19:25:00-06:00,0.25
2023-04-20 19:30:00-06:00,0.25
2023-04-20 23:25:00-06:00,1.78
2023-04-20 23:30:00-06:00,1.78
2023-04-20 23:35:00-06:00,1.27
2023-04-20 23:40:00-06:00,2.29
2023-04-20 23:45:00-06:00,0.76
2023-04-21 00:15:00-06:00,0.25
2023-04-21 00:20:00-06:00,1.02
2023-04-21 00:25:00-06:00,0.25
2023-04-21 00:30:00-06:00,0.51
2023-04-21 00:35:00-06:00,0.51
2023-04-21 00:40:00-06:00,1.02
2023-04-21 00:45:00-06:00,1.02
2023-04-21 00:50:00-06:00,0.76
2023-04-21 00:55:00-06:00,0.25
2023-04-21 01:00:00-06:00,1.02
2023-04-21 01:05:00-06:00,0.51
2023-04-23 05:15:00-06:00,0.25
2023-04-23 05:30:00-06:00,0.25
2023-04-23 05:55:00-06:00,0.25
2023-04-23 06:05:00-06:00,0.25
2023-04-23 06:15:00-06:00,0.25
2023-04-23 06:25:00-06:00,0.51
2023-04-23 06:30:00-06:00,0.25
2023-04-23 06:45:00-06:00,0.25
2023-04-23 07:25:00-06:00,0.25
2023-04-23 07:40:00-06:00,0.25
2023-04-25 13:30:00-06:00,0.25
2023-04-25 20:25:00-06:00,0.25
2023-04-25 20:35:00-06:00,0.25
2023-04-26 18:10:00-06:00,0.25
2023-04-27 01:35:00-06:00,0.25
2023-04-27 02:00:00-06:00,0.25
2023-04-27 02:15:00-06:00,0.25
2023-04-27 02:25:00-06:00,0.25
2023-04-27 02:45:00-06:00,0.25
2023-04-28 18:25:00-06:00,1.27
2023-04-28 18:30:00-06:00,3.81
2023-04-28 18:35:00-06:00,1.02
2023-04-28 18:40:00-06:00,0.25
2023-04-28 18:45:00-06:00,0.51
2023-04-28 18:50:00-06:00,0.76
2023-04-28 18:55:00-06:00,0.25
2023-04-28 19:00:00-06:00,0.25
2023-04-28 19:05:00-06:00,0.25
2023-04-28 19:15:00-06:00,0.25
2023-05-07 09:10:00-06:00,0.25
2023-05-07 09:25:00-06:00,0.25
2023-05-07 09:50:00-06:00,0.25
2023-05-07 12:40:00-06:00,0.25
2023-05-07 12:50:00-06:00,0.25
2023-05-09 03:10:00-06:00,0.25
2023-05-09 10:45:00-06:00,0.25
2023-05-09 11:05:00-06:00,0.25
2023-05-09 11:20:00-06:00,0.25
2023-05-09 11:35:00-06:00,0.25
2023-05-09 12:50:00-06:00,0.25
2023-05-09 13:20:00-06:00,0.25
2023-05-09 15:10:00-06:00,0.25
2023-05-09 15:20:00-06:00,0.25
2023-05-09 15:25:00-06:00,0.25
2023-05-09 15:40:00-06:00,0.25
2023-05-09 16:25:00-06:00,0.25
2023-05-09 16:40:00-06:00,0.25
2023-05-09 16:45:00-06:00,0.25
2023-05-09 16:50:00-06:00,0.25
2023-05-09 17:00:00-06:00,0.25
2023-05-09 17:05:00-06:00,0.25
2023-05-09 17:15:00-06:00,0.51
2023-05-09 17:20:00-06:00,0.25
2023-05-09 17:25:00-06:00,0.25
2023-05-09 17:40:00-06:00,0.25
2023-05-09 17:45:00-06:00,0.25
2023-05-09 17:55:00-06:00,0.25
2023-05-09 18:00:00-06:00,0.25
2023-05-09 18:05:00-06:00,0.25
2023-05-09 18:10:00-06:00,0.51
2023-05-09 18:15:00-06:00,0.25
2023-05-09 18:20:00-06:00,0.51
2023-05-09 18:25:00-06:00,0.25
2023-05-09 18:30:00-06:00,0.25
2023-05-10 01:45:00-06:00,0.25
2023-05-13 01:10:00-06:00,2.29
2023-05-13 01:15:00-06:00,4.83
2023-05-13 01:20:00-06:00,8.38
2023-05-13 01:25:00-06:00,11.94
2023-05-13 01:30:00-06:00,10.41
2023-05-13 01:35:00-06:00,8.13
2023-05-13 01:40:00-06:00,4.06
2023-05-13 01:45:00-06:00,3.81
2023-05-13 01:50:00-06:00,3.56
2023-05-13 01:55:00-06:00,4.32
2023-05-13 02:00:00-06:00,6.6
2023-05-13 02:05:00-06:00,3.56
2023-05-13 02:10:00-06:00,1.78
2023-05-13 02:15:00-06:00,1.78
2023-05-13 02:20:00-06:00,1.02
2023-05-13 02:25:00-06:00,1.02
2023-05-13 02:30:00-06:00,1.27
2023-05-13 02:35:00-06:00,1.02
2023-05-13 02:40:00-06:00,0.76
2023-05-13 02:45:00-06:00,0.25
2023-05-13 02:55:00-06:00,0.25
2023-05-13 03:00:00-06:00,0.25
2023-05-13 03:15:00-06:00,0.25
2023-05-13 04:00:00-06:00,0.25
2023-05-13 05:05:00-06:00,0.25
2023-05-13 06:20:00-06:00,0.25
2023-05-13 06:45:00-06:00,0.25
2023-05-13 06:50:00-06:00,0.76
2023-05-13 06:55:00-06:00,0.25
2023-05-13 10:10:00-06:00,0.25
2023-06-12 15:50:00-06:00,5.08
2023-06-13 19:20:00-06:00,0.25
2023-06-15 11:40:00-06:00,1.02
2023-06-21 19:15:00-06:00,0.25
2023-06-21 19:20:00-06:00,0.25
2023-06-21 19:35:00-06:00,0.76
2023-06-21 19:40:00-06:00,4.06
2023-06-21 19:45:00-06:00,4.06
2023-06-21 19:55:00-06:00,0.25
2023-06-21 20:45:00-06:00,0.25
2023-06-22 04:10:00-06:00,0.25
2023-06-22 05:45:00-06:00,0.25
2023-07-14 09:45:00-06:00,0.25
2023-08-03 10:35:00-06:00,0.25
2023-08-03 10:45:00-06:00,0.51
2023-08-03 10:50:00-06:00,0.25
2023-08-06 16:05:00-06:00,0.25
2023-08-07 13:55:00-06:00,0.25
2023-08-07 16:00:00-06:00,0.25
2023-08-07 16:45:00-06:00,0.25
2023-08-07 18:55:00-06:00,0.25
2023-08-08 03:10:00-06:00,0.25
2023-08-08 03:25:00-06:00,0.25
2023-08-08 05:55:00-06:00,0.25
2023-08-08 11:05:00-06:00,0.25
2023-08-08 11:40:00-06:00,0.25
2023-08-08 12:20:00-06:00,0.51
2023-08-08 13:35:00-06:00,0.25
2023-08-08 13:50:00-06:00,0.25
2023-08-08 14:10:00-06:00,0.25
2023-08-08 15:00:00-06:00,0.25
2023-08-08 18:55:00-06:00,0.25
2023-08-08 19:20:00-06:00,0.25
2023-08-08 19:25:00-06:00,0.25
2023-08-08 19:30:00-06:00,0.25
2023-08-08 19:35:00-06:00,0.51
2023-08-08 19:45:00-06:00,0.25
2023-08-08 20:00:00-06:00,0.25
2023-08-09 00:25:00-06:00,0.25
2023-08-09 00:45:00-06:00,0.25
2023-08-09 05:05:00-06:00,0.25
2023-08-09 10:50:00-06:00,0.25
2023-08-09 12:00:00-06:00,0.25
2023-08-09 12:35:00-06:00,0.25
2023-08-09 12:50:00-06:00,0.25
2023-08-09 13:50:00-06:00,0.25
2023-08-09 14:20:00-06:00,0.25
2023-08-09 14:25:00-06:00,0.25
2023-08-09 14:30:00-06:00,0.25
2023-08-09 23:10:00-06:00,0.25
2023-08-10 03:15:00-06:00,0.25
2023-08-10 03:35:00-06:00,0.25
2023-08-10 03:55:00-06:00,0.25
2023-08-10 04:20:00-06:00,0.25
2023-08-10 05:15:00-06:00,0.25
2023-08-10 05:20:00-06:00,0.51
2023-08-10 05:25:00-06:00,0.25
2023-08-10 05:30:00-06:00,0.25
2023-08-10 06:10:00-06:00,0.51
2023-08-10 06:40:00-06:00,0.25
2023-08-10 06:45:00-06:00,0.25
2023-08-10 07:00:00-06:00,0.51
2023-08-10 07:10:00-06:00,0.25
2023-08-10 07:30:00-06:00,0.25
2023-08-10 07:45:00-06:00,0.51
2023-08-10 08:05:00-06:00,0.25
2023-08-10 08:45:00-06:00,0.25
2023-08-10 09:05:00-06:00,0.25
2023-08-10 09:15:00-06:00,0.25
2023-08-10 09:20:00-06:00,0.25
2023-08-10 09:35:00-06:00,0.25
2023-08-10 09:40:00-06:00,0.25
2023-08-10 09:55:00-06:00,0.25
2023-08-10 10:10:00-06:00,0.25
2023-08-11 04:15:00-06:00,0.25
2023-08-11 04:50:00-06:00,0.25
2023-08-11 05:40:00-06:00,0.25
2023-08-11 06:45:00-06:00,0.25
2023-08-11 06:50:00-06:00,0.25
2023-08-12 05:20:00-06:00,0.25
2023-08-12 11:10:00-06:00,0.25
2023-08-12 11:30:00-06:00,0.25
2023-08-12 12:35:00-06:00,0.25
2023-08-12 14:35:00-06:00,0.25
2023-08-12 15:05:00-06:00,0.25
2023-08-12 18:15:00-06:00,0.25
2023-08-12 18:40:00-06:00,0.25
2023-08-12 21:55:00-06:00,0.25
2023-08-12 22:35:00-06:00,0.25
2023-08-13 05:50:00-06:00,0.25
2023-08-13 06:40:00-06:00,0.25
2023-08-13 08:15:00-06:00,0.25
2023-08-13 08:55:00-06:00,0.25
2023-08-13 09:15:00-06:00,0.25
2023-08-13 10:40:00-06:00,0.25
2023-08-13 11:30:00-06:00,0.25
2023-08-13 12:45:00-06:00,0.25
2023-08-13 12:50:00-06:00,0.25
2023-08-13 13:00:00-06:00,0.25
2023-08-13 13:15:00-06:00,0.25
2023-08-13 13:30:00-06:00,0.51
2023-08-13 13:35:00-06:00,0.51
2023-08-13 13:40:00-06:00,0.25
2023-08-13 13:50:00-06:00,0.25
2023-08-13 13:55:00-06:00,0.25
2023-08-13 14:00:00-06:00,0.51
2023-08-13 14:20:00-06:00,0.51
2023-08-13 14:40:00-06:00,0.25
2023-08-13 15:00:00-06:00,0.25
2023-08-13 15:05:00-06:00,0.25
2023-08-13 15:45:00-06:00,0.25
2023-08-13 15:55:00-06:00,0.25
2023-08-13 16:05:00-06:00,0.25
2023-08-13 16:15:00-06:00,0.25
2023-08-13 16:25:00-06:00,0.51
2023-08-13 16:40:00-06:00,0.51
2023-08-13 16:50:00-06:00,0.25
2023-08-13 17:15:00-06:00,0.25
2023-08-13 17:55:00-06:00,0.25
2023-08-13 18:25:00-06:00,0.51
2023-08-13 19:05:00-06:00,0.25
2023-08-13 19:15:00-06:00,0.25
2023-08-13 19:30:00-06:00,0.25
2023-08-14 02:00:00-06:00,0.25
2023-08-14 05:25:00-06:00,0.25
2023-08-14 08:00:00-06:00,0.25
2023-08-14 08:30:00-06:00,0.25
2023-08-14 08:55:00-06:00,0.25
2023-08-14 09:00:00-06:00,0.25
2023-08-14 09:15:00-06:00,0.25
2023-08-14 09:25:00-06:00,0.25
2023-08-14 10:35:00-06:00,0.25
2023-08-14 10:45:00-06:00,0.25
2023-08-14 11:30:00-06:00,0.25
2023-08-14 11:50:00-06:00,0.25
2023-08-14 12:45:00-06:00,0.51
2023-08-14 14:25:00-06:00,0.25
2023-08-14 14:45:00-06:00,0.25
2023-08-14 15:05:00-06:00,0.25
2023-08-14 15:25:00-06:00,0.25
2023-08-14 15:35:00-06:00,0.25
2023-08-14 16:55:00-06:00,0.51
2023-08-14 17:25:00-06:00,0.25
2023-08-14 17:30:00-06:00,0.25
2023-08-14 18:05:00-06:00,0.25
2023-08-14 18:30:00-06:00,0.25
2023-08-14 18:45:00-06:00,0.25
2023-08-14 19:25:00-06:00,0.76
2023-08-14 19:40:00-06:00,0.25
2023-08-14 19:50:00-06:00,0.25
2023-08-14 20:35:00-06:00,0.51
2023-08-14 21:15:00-06:00,0.25
2023-08-14 21:20:00-06:00,0.25
2023-08-14 21:35:00-06:00,0.25
2023-08-14 21:45:00-06:00,0.25
2023-08-14 22:00:00-06:00,0.25
2023-08-14 22:15:00-06:00,0.25
2023-08-14 23:00:00-06:00,0.25
2023-08-14 23:15:00-06:00,0.25
2023-08-14 23:20:00-06:00,0.25
2023-08-14 23:35:00-06:00,0.51
2023-08-14 23:45:00-06:00,0.25
2023-08-15 00:00:00-06:00,0.51
2023-08-15 01:10:00-06:00,0.25
2023-08-15 02:15:00-06:00,0.25
2023-08-15 02:40:00-06:00,0.25
2023-08-15 03:25:00-06:00,0.25
2023-08-15 04:00:00-06:00,0.51
2023-08-15 04:20:00-06:00,0.25
2023-08-15 04:45:00-06:00,0.25
2023-08-15 04:50:00-06:00,0.51
2023-08-15 05:30:00-06:00,1.02
2023-08-15 06:05:00-06:00,0.25
2023-08-15 10:30:00-06:00,1.78
2023-08-15 15:30:00-06:00,1.52
2023-08-15 15:40:00-06:00,0.25
2023-08-15 15:55:00-06:00,0.25
2023-08-15 16:15:00-06:00,0.25
2023-08-15 16:30:00-06:00,0.25
2023-08-15 16:50:00-06:00,0.25
2023-08-15 17:05:00-06:00,0.25
2023-08-15 17:15:00-06:00,1.02
2023-08-15 18:15:00-06:00,0.25
2023-08-15 19:00:00-06:00,1.78
2023-08-15 19:20:00-06:00,0.25
2023-08-15 20:30:00-06:00,0.25
2023-08-15 20:45:00-06:00,1.52
2023-08-15 22:10:00-06:00,0.25
2023-08-15 22:30:00-06:00,2.54
2023-08-15 23:05:00-06:00,0.25
2023-08-15 23:35:00-06:00,0.25
2023-08-15 23:55:00-06:00,0.25
2023-08-16 00:15:00-06:00,1.78
2023-08-16 00:30:00-06:00,0.25
2023-08-16 00:45:00-06:00,0.25
2023-08-16 01:00:00-06:00,0.25
2023-08-16 01:55:00-06:00,0.25
2023-08-16 02:00:00-06:00,1.27
2023-08-16 03:00:00-06:00,0.25
2023-08-16 04:15:00-06:00,0.25
2023-08-16 09:05:00-06:00,2.29
2023-08-16 09:15:00-06:00,0.25
2023-08-16 09:20:00-06:00,2.79
2023-08-16 09:45:00-06:00,0.51
2023-08-16 10:50:00-06:00,0.51
2023-08-16 11:00:00-06:00,0.25
2023-08-17 09:00:00-06:00,0.25
2023-08-17 11:50:00-06:00,0.25
2023-08-21 08:05:00-06:00,0.51
2023-08-21 10:40:00-06:00,0.25
2023-08-21 10:45:00-06:00,2.03
2023-08-21 11:05:00-06:00,2.03
2023-08-22 13:55:00-06:00,0.51
2023-08-22 14:10:00-06:00,0.25
2023-08-22 15:20:00-06:00,0.51
2023-08-22 15:25:00-06:00,3.56
2023-08-22 15:30:00-06:00,0.51
2023-08-22 15:35:00-06:00,0.51
2023-08-22 15:50:00-06:00,0.25
2023-08-22 16:45:00-06:00,0.25
2023-08-22 17:30:00-06:00,0.25
2023-08-22 18:35:00-06:00,0.25
2023-08-23 03:45:00-06:00,0.25
2023-08-23 19:15:00-06:00,0.25
2023-08-26 15:40:00-06:00,0.51
2023-09-01 10:10:00-06:00,0.25
2023-09-06 01:15:00-06:00,0.25
2023-09-06 11:25:00-06:00,0.51
2023-09-06 11:50:00-06:00,0.25
2023-09-06 12:15:00-06:00,3.81
2023-09-06 12:25:00-06:00,0.25
2023-09-06 12:35:00-06:00,0.51
2023-09-08 05:25:00-06:00,0.25
2023-09-11 16:20:00-06:00,0.25
2023-09-13 10:05:00-06:00,0.25
2023-09-13 11:55:00-06:00,0.25
2023-09-25 09:55:00-06:00,0.25
2023-09-29 13:55:00-06:00,0.25
2023-10-03 08:35:00-06:00,5.59
2023-10-03 08:40:00-06:00,1.27
2023-10-03 09:25:00-06:00,0.76
2023-10-03 10:35:00-06:00,0.51
2023-10-05 05:30:00-06:00,3.56
2023-10-05 05:35:00-06:00,3.81
2023-10-05 05:40:00-06:00,3.05
2023-10-05 05:45:00-06:00,1.78
2023-10-05 05:50:00-06:00,3.05
2023-10-05 05:55:00-06:00,0.25
2023-10-05 06:00:00-06:00,0.25
2023-10-05 06:25:00-06:00,0.25
2023-10-05 06:40:00-06:00,0.25
2023-10-05 06:45:00-06:00,0.25
2023-10-05 06:50:00-06:00,0.51
2023-10-05 06:55:00-06:00,0.76
2023-10-05 07:00:00-06:00,1.02
2023-10-05 07:05:00-06:00,0.51
2023-10-05 07:10:00-06:00,0.51
2023-10-05 07:20:00-06:00,0.25
2023-10-05 07:55:00-06:00,0.51
2023-10-05 08:00:00-06:00,0.76
2023-10-05 08:05:00-06:00,0.25
2023-10-05 08:10:00-06:00,0.51
2023-10-05 08:15:00-06:00,0.76
2023-10-05 08:25:00-06:00,0.25
2023-10-05 09:05:00-06:00,0.25
2023-10-05 09:10:00-06:00,0.25
2023-10-05 09:25:00-06:00,0.25
2023-10-05 09:35:00-06:00,0.25
2023-10-05 09:45:00-06:00,0.25
2023-10-05 09:55:00-06:00,0.25
2023-10-05 10:00:00-06:00,0.25
2023-10-05 10:05:00-06:00,0.25
2023-10-05 10:10:00-06:00,0.25
2023-10-05 10:15:00-06:00,0.25
2023-10-05 10:25:00-06:00,0.25
2023-10-05 10:35:00-06:00,0.25
2023-10-05 10:50:00-06:00,0.25
2023-10-05 13:35:00-06:00,0.25
2023-10-06 17:30:00-06:00,0.25
2023-10-10 16:30:00-06:00,0.25
2023-10-10 16:40:00-06:00,0.25
2023-10-10 16:45:00-06:00,0.25
2023-10-11 06:45:00-06:00,0.25
2023-10-11 07:00:00-06:00,0.25
2023-10-11 08:55:00-06:00,0.25
2023-10-11 11:55:00-06:00,0.25
2023-10-24 10:20:00-06:00,0.25
2023-10-24 10:25:00-06:00,0.25
2023-10-24 10:40:00-06:00,0.25
2023-10-24 13:20:00-06:00,0.25
2023-10-24 13:25:00-06:00,2.54
2023-10-24 13:30:00-06:00,0.51
2023-10-24 13:35:00-06:00,1.02
2023-10-24 13:40:00-06:00,0.25
2023-10-24 13:55:00-06:00,0.25
2023-10-24 14:25:00-06:00,0.25
2023-10-24 14:30:00-06:00,0.51
2023-10-24 14:35:00-06:00,0.25
2023-10-25 06:00:00-06:00,0.25
2023-10-25 18:45:00-06:00,0.25
2023-10-26 03:15:00-06:00,0.25
2023-10-26 04:00:00-06:00,0.25
2023-10-26 08:10:00-06:00,0.25
2023-10-26 08:15:00-06:00,0.25
2023-10-26 08:45:00-06:00,1.78
2023-10-26 08:50:00-06:00,2.03
2023-10-26 09:00:00-06:00,0.25
2023-10-26 09:05:00-06:00,0.25
2023-10-26 09:10:00-06:00,0.51
2023-10-26 09:20:00-06:00,0.51
